next-deadline,ID,site1,autoID2,site2,site3,autoID3,site4,autoID4,site5,autoID5,Submittal Frequency,tasks,Worksheets,Performanc Frequency,Responsible Party1,Responsible Party2,Count of autoID1
"Sunday, May 28, 2023",923,5900 westpark,1923,ne-service-center,se-service-center,1923,nw-service-center,1923,sw-service-center,1923,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, June 02, 2023",348,5900 westpark,1348,ne-service-center,se-service-center,1348,nw-service-center,1348,sw-service-center,1348,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 02, 2023",735,5900 westpark,1735,ne-service-center,se-service-center,1735,nw-service-center,1735,sw-service-center,1735,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 09, 2023",349,5900 westpark,1349,ne-service-center,se-service-center,1349,nw-service-center,1349,sw-service-center,1349,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 09, 2023",736,5900 westpark,1736,ne-service-center,se-service-center,1736,nw-service-center,1736,sw-service-center,1736,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 16, 2023",350,5900 westpark,1350,ne-service-center,se-service-center,1350,nw-service-center,1350,sw-service-center,1350,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 16, 2023",737,5900 westpark,1737,ne-service-center,se-service-center,1737,nw-service-center,1737,sw-service-center,1737,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 23, 2023",351,5900 westpark,1351,ne-service-center,se-service-center,1351,nw-service-center,1351,sw-service-center,1351,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 23, 2023",738,5900 westpark,1738,ne-service-center,se-service-center,1738,nw-service-center,1738,sw-service-center,1738,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, June 25, 2023",943,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Monday, June 26, 2023",792,5900 westpark,1792,ne-service-center,se-service-center,1792,nw-service-center,1792,sw-service-center,1792,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, June 26, 2023",873,5900 westpark,1873,ne-service-center,se-service-center,1873,nw-service-center,1873,sw-service-center,1873,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Thursday, June 29, 2023",391,5900 westpark,1391,ne-service-center,se-service-center,1391,nw-service-center,1391,sw-service-center,1391,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Thursday, June 29, 2023",887,5900 westpark,1887,ne-service-center,se-service-center,1887,nw-service-center,1887,sw-service-center,1887,Annual,Annual Site Inspection,"16,16-1, 16-2",Annual,All SWP3 team members,All SWP3 team members,1
"Thursday, June 29, 2023",893,5900 westpark,1893,ne-service-center,se-service-center,1893,nw-service-center,1893,sw-service-center,1893,Annual,Annual Metal Monitoring,15-1,Annual,GSD vendor,GSD vendor,1
"Friday, June 30, 2023",352,5900 westpark,1352,ne-service-center,se-service-center,1352,nw-service-center,1352,sw-service-center,1352,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 30, 2023",739,5900 westpark,1739,ne-service-center,se-service-center,1739,nw-service-center,1739,sw-service-center,1739,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 07, 2023",353,5900 westpark,1353,ne-service-center,se-service-center,1353,nw-service-center,1353,sw-service-center,1353,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 07, 2023",740,5900 westpark,1740,ne-service-center,se-service-center,1740,nw-service-center,1740,sw-service-center,1740,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 14, 2023",354,5900 westpark,1354,ne-service-center,se-service-center,1354,nw-service-center,1354,sw-service-center,1354,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 14, 2023",741,5900 westpark,1741,ne-service-center,se-service-center,1741,nw-service-center,1741,sw-service-center,1741,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 21, 2023",355,5900 westpark,1355,ne-service-center,se-service-center,1355,nw-service-center,1355,sw-service-center,1355,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 21, 2023",742,5900 westpark,1742,ne-service-center,se-service-center,1742,nw-service-center,1742,sw-service-center,1742,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, July 27, 2023",874,5900 westpark,1874,ne-service-center,se-service-center,1874,nw-service-center,1874,sw-service-center,1874,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, July 28, 2023",356,5900 westpark,1356,ne-service-center,se-service-center,1356,nw-service-center,1356,sw-service-center,1356,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 28, 2023",743,5900 westpark,1743,ne-service-center,se-service-center,1743,nw-service-center,1743,sw-service-center,1743,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 04, 2023",357,5900 westpark,1357,ne-service-center,se-service-center,1357,nw-service-center,1357,sw-service-center,1357,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 04, 2023",744,5900 westpark,1744,ne-service-center,se-service-center,1744,nw-service-center,1744,sw-service-center,1744,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 11, 2023",358,5900 westpark,1358,ne-service-center,se-service-center,1358,nw-service-center,1358,sw-service-center,1358,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 11, 2023",745,5900 westpark,1745,ne-service-center,se-service-center,1745,nw-service-center,1745,sw-service-center,1745,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 18, 2023",359,5900 westpark,1359,ne-service-center,se-service-center,1359,nw-service-center,1359,sw-service-center,1359,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 18, 2023",746,5900 westpark,1746,ne-service-center,se-service-center,1746,nw-service-center,1746,sw-service-center,1746,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, August 24, 2023",875,5900 westpark,1875,ne-service-center,se-service-center,1875,nw-service-center,1875,sw-service-center,1875,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, August 25, 2023",360,5900 westpark,1360,ne-service-center,se-service-center,1360,nw-service-center,1360,sw-service-center,1360,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 25, 2023",747,5900 westpark,1747,ne-service-center,se-service-center,1747,nw-service-center,1747,sw-service-center,1747,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, August 26, 2023",924,5900 westpark,1924,ne-service-center,se-service-center,1924,nw-service-center,1924,sw-service-center,1924,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, September 01, 2023",361,5900 westpark,1361,ne-service-center,se-service-center,1361,nw-service-center,1361,sw-service-center,1361,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 01, 2023",748,5900 westpark,1748,ne-service-center,se-service-center,1748,nw-service-center,1748,sw-service-center,1748,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 08, 2023",362,5900 westpark,1362,ne-service-center,se-service-center,1362,nw-service-center,1362,sw-service-center,1362,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 08, 2023",749,5900 westpark,1749,ne-service-center,se-service-center,1749,nw-service-center,1749,sw-service-center,1749,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 15, 2023",363,5900 westpark,1363,ne-service-center,se-service-center,1363,nw-service-center,1363,sw-service-center,1363,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 15, 2023",750,5900 westpark,1750,ne-service-center,se-service-center,1750,nw-service-center,1750,sw-service-center,1750,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 22, 2023",364,5900 westpark,1364,ne-service-center,se-service-center,1364,nw-service-center,1364,sw-service-center,1364,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 22, 2023",751,5900 westpark,1751,ne-service-center,se-service-center,1751,nw-service-center,1751,sw-service-center,1751,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, September 25, 2023",793,5900 westpark,1793,ne-service-center,se-service-center,1793,nw-service-center,1793,sw-service-center,1793,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, September 25, 2023",876,5900 westpark,1876,ne-service-center,se-service-center,1876,nw-service-center,1876,sw-service-center,1876,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, September 29, 2023",365,5900 westpark,1365,ne-service-center,se-service-center,1365,nw-service-center,1365,sw-service-center,1365,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 29, 2023",392,5900 westpark,1392,ne-service-center,se-service-center,1392,nw-service-center,1392,sw-service-center,1392,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, September 29, 2023",752,5900 westpark,1752,ne-service-center,se-service-center,1752,nw-service-center,1752,sw-service-center,1752,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 06, 2023",753,5900 westpark,1753,ne-service-center,se-service-center,1753,nw-service-center,1753,sw-service-center,1753,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 13, 2023",754,5900 westpark,1754,ne-service-center,se-service-center,1754,nw-service-center,1754,sw-service-center,1754,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 20, 2023",755,5900 westpark,1755,ne-service-center,se-service-center,1755,nw-service-center,1755,sw-service-center,1755,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, October 23, 2023",877,5900 westpark,1877,ne-service-center,se-service-center,1877,nw-service-center,1877,sw-service-center,1877,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, October 27, 2023",756,5900 westpark,1756,ne-service-center,se-service-center,1756,nw-service-center,1756,sw-service-center,1756,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 03, 2023",757,5900 westpark,1757,ne-service-center,se-service-center,1757,nw-service-center,1757,sw-service-center,1757,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 10, 2023",758,5900 westpark,1758,ne-service-center,se-service-center,1758,nw-service-center,1758,sw-service-center,1758,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 17, 2023",759,5900 westpark,1759,ne-service-center,se-service-center,1759,nw-service-center,1759,sw-service-center,1759,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 24, 2023",760,5900 westpark,1760,ne-service-center,se-service-center,1760,nw-service-center,1760,sw-service-center,1760,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 24, 2023",878,5900 westpark,1878,ne-service-center,se-service-center,1878,nw-service-center,1878,sw-service-center,1878,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, November 24, 2023",925,5900 westpark,1925,ne-service-center,se-service-center,1925,nw-service-center,1925,sw-service-center,1925,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, December 01, 2023",761,5900 westpark,1761,ne-service-center,se-service-center,1761,nw-service-center,1761,sw-service-center,1761,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 08, 2023",762,5900 westpark,1762,ne-service-center,se-service-center,1762,nw-service-center,1762,sw-service-center,1762,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 15, 2023",763,5900 westpark,1763,ne-service-center,se-service-center,1763,nw-service-center,1763,sw-service-center,1763,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 22, 2023",764,5900 westpark,1764,ne-service-center,se-service-center,1764,nw-service-center,1764,sw-service-center,1764,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, December 25, 2023",794,5900 westpark,1794,ne-service-center,se-service-center,1794,nw-service-center,1794,sw-service-center,1794,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, December 25, 2023",879,5900 westpark,1879,ne-service-center,se-service-center,1879,nw-service-center,1879,sw-service-center,1879,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Monday, December 25, 2023",944,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Friday, December 29, 2023",765,5900 westpark,1765,ne-service-center,se-service-center,1765,nw-service-center,1765,sw-service-center,1765,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, December 30, 2023",393,5900 westpark,1393,ne-service-center,se-service-center,1393,nw-service-center,1393,sw-service-center,1393,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, January 05, 2024",766,5900 westpark,1766,ne-service-center,se-service-center,1766,nw-service-center,1766,sw-service-center,1766,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, January 22, 2024",880,5900 westpark,1880,ne-service-center,se-service-center,1880,nw-service-center,1880,sw-service-center,1880,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Thursday, February 22, 2024",926,5900 westpark,1926,ne-service-center,se-service-center,1926,nw-service-center,1926,sw-service-center,1926,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, February 23, 2024",881,5900 westpark,1881,ne-service-center,se-service-center,1881,nw-service-center,1881,sw-service-center,1881,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Sunday, March 31, 2024",394,5900 westpark,1394,ne-service-center,se-service-center,1394,nw-service-center,1394,sw-service-center,1394,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Wednesday, May 22, 2024",927,5900 westpark,1927,ne-service-center,se-service-center,1927,nw-service-center,1927,sw-service-center,1927,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Tuesday, June 25, 2024",945,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Friday, June 28, 2024",894,5900 westpark,1894,ne-service-center,se-service-center,1894,nw-service-center,1894,sw-service-center,1894,Annual,Annual Metal Monitoring,15-1,Annual,GSD vendor,GSD vendor,1
